id,title,type,region,availability_status,priority_tier,url,notes
platform-0164,CyberSecurityJobs,Tech & Startup Jobs,Remote / Global,Active Platform,Directory,https://www.cybersecurityjobsite.com/,"Official platform entry point. Use platform filters and verify posting date, employer identity, location eligibility and application route."
platform-0165,DataJobs,Tech & Startup Jobs,Remote / Global,Active Platform,Directory,https://datajobs.com/,"Official platform entry point. Use platform filters and verify posting date, employer identity, location eligibility and application route."
platform-0166,Dice,Tech & Startup Jobs,Remote / Global,Active Platform,Directory,https://www.dice.com/jobs,"Official platform entry point. Use platform filters and verify posting date, employer identity, location eligibility and application route."
platform-0167,eFinancialCareers,Tech & Startup Jobs,Remote / Global,Active Platform,Directory,https://www.efinancialcareers.com/,"Official platform entry point. Use platform filters and verify posting date, employer identity, location eligibility and application route."
platform-0168,F6S Jobs,Tech & Startup Jobs,Remote / Global,Active Platform,Directory,https://www.f6s.com/jobs,"Official platform entry point. Use platform filters and verify posting date, employer identity, location eligibility and application route."
platform-0169,Hacker News Who Is Hiring,Tech & Startup Jobs,Remote / Global,Active Platform,Directory,https://news.ycombinator.com/submitted?id=whoishiring,"Official platform entry point. Use platform filters and verify posting date, employer identity, location eligibility and application route."
platform-0170,Hired,Tech & Startup Jobs,Remote / Global,Active Platform,Directory,https://hired.com/,"Official platform entry point. Use platform filters and verify posting date, employer identity, location eligibility and application route."
platform-0171,Techstars Jobs,Tech & Startup Jobs,Remote / Global,Active Platform,Directory,https://jobs.techstars.com/,"Official platform entry point. Use platform filters and verify posting date, employer identity, location eligibility and application route."
platform-0172,Welcome to the Jungle,Tech & Startup Jobs,Remote / Global,Active Platform,Directory,https://www.welcometothejungle.com/en/jobs,"Official platform entry point. Use platform filters and verify posting date, employer identity, location eligibility and application route."
platform-0173,Y Combinator Work at a Startup,Tech & Startup Jobs,Remote / Global,Active Platform,Directory,https://www.workatastartup.com/jobs,"Official platform entry point. Use platform filters and verify posting date, employer identity, location eligibility and application route."
