id,title,organization,role_family,country,location,availability_status,published_date,last_checked,record_type,source_quality,match_score,url,notes
job-00371,Healthcare IT Manager — GulfTalent Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.gulftalent.com/jobs?keywords=Healthcare+IT+Manager,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00372,Healthcare IT Manager — GulfTalent Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.gulftalent.com/jobs?keywords=Healthcare+IT+Manager,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00373,Healthcare IT Manager — GulfTalent Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.gulftalent.com/jobs?keywords=Healthcare+IT+Manager,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00374,Healthcare IT Manager — GulfTalent Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.gulftalent.com/jobs?keywords=Healthcare+IT+Manager,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00375,Healthcare IT Manager — LinkedIn Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Healthcare+IT+Manager&sortBy=DD&location=Saudi+Arabia,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00376,Healthcare IT Manager — LinkedIn Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Healthcare+IT+Manager&sortBy=DD&location=United+Arab+Emirates,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00377,Healthcare IT Manager — LinkedIn Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Healthcare+IT+Manager&sortBy=DD&location=Qatar,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00378,Healthcare IT Manager — LinkedIn Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Healthcare+IT+Manager&sortBy=DD&location=Kuwait,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00379,Healthcare IT Manager — LinkedIn Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Healthcare+IT+Manager&sortBy=DD&location=Oman,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00380,Healthcare IT Manager — LinkedIn Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Healthcare+IT+Manager&sortBy=DD&location=Bahrain,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00381,Integration Architect — Bayt Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.bayt.com/en/saudi-arabia/jobs/Integration%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00382,Integration Architect — Bayt Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.bayt.com/en/united-arab-emirates/jobs/Integration%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00383,Integration Architect — Bayt Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.bayt.com/en/qatar/jobs/Integration%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00384,Integration Architect — Bayt Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.bayt.com/en/kuwait/jobs/Integration%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00385,Integration Architect — Bayt Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.bayt.com/en/oman/jobs/Integration%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00386,Integration Architect — Bayt Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.bayt.com/en/bahrain/jobs/Integration%20Architect-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00387,Integration Architect — GulfTalent Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.gulftalent.com/jobs?keywords=Integration+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00388,Integration Architect — GulfTalent Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.gulftalent.com/jobs?keywords=Integration+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00389,Integration Architect — GulfTalent Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.gulftalent.com/jobs?keywords=Integration+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00390,Integration Architect — GulfTalent Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.gulftalent.com/jobs?keywords=Integration+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00391,Integration Architect — GulfTalent Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.gulftalent.com/jobs?keywords=Integration+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00392,Integration Architect — GulfTalent Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.gulftalent.com/jobs?keywords=Integration+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00393,Integration Architect — LinkedIn Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Integration+Architect&sortBy=DD&location=Saudi+Arabia,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00394,Integration Architect — LinkedIn Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Integration+Architect&sortBy=DD&location=United+Arab+Emirates,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00395,Integration Architect — LinkedIn Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Integration+Architect&sortBy=DD&location=Qatar,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00396,Integration Architect — LinkedIn Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Integration+Architect&sortBy=DD&location=Kuwait,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00397,Integration Architect — LinkedIn Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Integration+Architect&sortBy=DD&location=Oman,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00398,Integration Architect — LinkedIn Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Integration+Architect&sortBy=DD&location=Bahrain,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00399,Integration Lead,Gathern,Integration & Enterprise Applications,Saudi Arabia,Riyadh,Expired,,2026-07-20,Platform-Indexed Vacancy,A,63,https://jobs.workable.com/view/kaDjbsUfhzxguzUTUWA3hs/integration-lead-in-riyadh-at-gathern,
job-00400,IT Director — Google Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Kenya+IT+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00401,IT Director — Google Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Nigeria+IT+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00402,IT Director — Google Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Ghana+IT+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00403,IT Director — Google Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=South+Africa+IT+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00404,IT Director — Google Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Rwanda+IT+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00405,IT Director — Google Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Uganda+IT+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00406,IT Director — Google Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Tanzania+IT+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00407,IT Director — Google Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Ethiopia+IT+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00408,IT Director — LinkedIn Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Kenya,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00409,IT Director — LinkedIn Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Nigeria,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00410,IT Director — LinkedIn Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Ghana,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00411,IT Director — LinkedIn Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=South+Africa,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00412,IT Director — LinkedIn Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Rwanda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00413,IT Director — LinkedIn Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Uganda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00414,IT Director — LinkedIn Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Tanzania,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00415,IT Director — LinkedIn Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Ethiopia,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00416,Lead Solution Architect,EWEC,Solution Architecture,United Arab Emirates,Abu Dhabi,Possibly Available,2026-07-20,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/view/4410476041/,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00417,Manager - IT Strategy and Planning,Qiddiya Investment Company,IT Governance & Service Management,Saudi Arabia,Riyadh,Expired,,2026-07-20,Platform-Indexed Vacancy,A,63,https://jobs.workable.com/view/ovBb3YbvhMDKGBERFdwLKB/manager---it-strategy-and-planning-in-riyadh-at-qiddiya-investment-company,On-site Riyadh
job-00418,Pre-Sales Consultant - Technology & Cybersecurity,Qode / ITHR,Solution Architecture,United Arab Emirates,Abu Dhabi / Dubai,Expired,,2026-07-20,Platform-Indexed Vacancy,A,63,https://jobs.workable.com/view/37fJPKyucerBQeNba3vVpS/pre-sales-consultant---technology-%26-cybersecurity-in-abu-dhabi-at-qode,
job-00419,"Pre-Sales Solution Architect - Smart Cities, IoT & Digital Twin",Confidential,Solution Architecture,United Arab Emirates,Abu Dhabi,Possibly Available,2026-07-14,2026-07-20,Platform-Indexed Vacancy,B,63,https://ae.linkedin.com/jobs/view/pre-sales-solution-architect-%E2%80%93-smart-cities-iot-digital-twin-at-confidential-4434839063,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00420,Principal Solutions Architect - Middle East,Nebius,Solution Architecture,United Arab Emirates,UAE / Middle East,Expired,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/view/4437670321/,Verify work location
job-00421,Project Manager - Digital Transformation and Strategy (Banking),Nair Systems,Digital Transformation & Strategy,Qatar,Doha,Expired,,2026-07-20,Platform-Indexed Vacancy,B,63,https://qa.linkedin.com/jobs/view/project-manager-digital-transformation-and-strategy-banking-at-nair-systems-llc-4437950921,Banking experience preferred
job-00422,Senior Security Assurance Solutions Architect,Amazon Web Services,Solution Architecture,Saudi Arabia,Riyadh,Expired,,2026-07-20,Platform-Indexed Vacancy,B,63,https://amazon.jobs/en-gb/jobs/10464183/senior-security-assurance-solutions-architect-ksa-nationals-aws-security-assurance-services,KSA nationals
job-00423,Senior Software Solutions PreSales Consultant,Advansys,Solution Architecture,Saudi Arabia,Riyadh,Expired,,2026-07-20,Platform-Indexed Vacancy,A,63,https://jobs.workable.com/view/u6cks1auvAbp2HXt94WpDg/hybrid-senior-software-solutions-presales-consultant-in-riyadh-at-advansys,
job-00424,Senior Solution Architect,CodeNinja,Solution Architecture,Saudi Arabia,Riyadh,Expired,,2026-07-20,Platform-Indexed Vacancy,A,63,https://jobs.workable.com/view/tVupmTWz1rZkfJuzaKW3m4/senior-solution-architect-in-riyadh-at-codeninja,On-site Riyadh
job-00425,"Senior Solutions Architect, MEA",GitLab,Solution Architecture,United Arab Emirates,Remote UAE,Possibly Available,2026-07-20,2026-07-20,Platform-Indexed Vacancy,B,63,https://about.gitlab.com/jobs/all-jobs/,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00426,"Solution Architect - Senior Manager, GCC Lead",Visa,Solution Architecture,Saudi Arabia,Riyadh,Possibly Available,2026-07-13,2026-07-20,Platform-Indexed Vacancy,B,63,https://sa.linkedin.com/jobs/saudi-payments-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00427,Technical Program Manager — Google Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Kenya+Technical+Program+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00428,Technical Program Manager — Google Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Nigeria+Technical+Program+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00429,Technical Program Manager — Google Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Ghana+Technical+Program+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00430,Technical Program Manager — Google Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=South+Africa+Technical+Program+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00431,Technical Program Manager — Google Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Rwanda+Technical+Program+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00432,Technical Program Manager — Google Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Uganda+Technical+Program+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00433,Technical Program Manager — Google Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Tanzania+Technical+Program+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00434,Technical Program Manager — Google Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Ethiopia+Technical+Program+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00435,Technical Program Manager — LinkedIn Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technical+Program+Manager&sortBy=DD&location=Kenya,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00436,Technical Program Manager — LinkedIn Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technical+Program+Manager&sortBy=DD&location=Nigeria,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00437,Technical Program Manager — LinkedIn Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technical+Program+Manager&sortBy=DD&location=Ghana,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00438,Technical Program Manager — LinkedIn Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technical+Program+Manager&sortBy=DD&location=South+Africa,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00439,Technical Program Manager — LinkedIn Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technical+Program+Manager&sortBy=DD&location=Rwanda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00440,Technical Program Manager — LinkedIn Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technical+Program+Manager&sortBy=DD&location=Uganda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00441,Technical Program Manager — LinkedIn Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technical+Program+Manager&sortBy=DD&location=Tanzania,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00442,Technical Program Manager — LinkedIn Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technical+Program+Manager&sortBy=DD&location=Ethiopia,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00443,Technology Architect,Devoteam,Solution Architecture,Saudi Arabia,Riyadh,Possibly Available,2026-07-13,2026-07-20,Platform-Indexed Vacancy,B,63,https://sa.linkedin.com/jobs/digital-transformation-advisor-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00444,Technology Director — Google Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Kenya+Technology+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00445,Technology Director — Google Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Nigeria+Technology+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00446,Technology Director — Google Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Ghana+Technology+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00447,Technology Director — Google Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=South+Africa+Technology+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00448,Technology Director — Google Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Rwanda+Technology+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00449,Technology Director — Google Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Uganda+Technology+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00450,Technology Director — Google Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Tanzania+Technology+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00451,Technology Director — Google Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.google.com/search?q=Ethiopia+Technology+Director+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00452,Technology Director — LinkedIn Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technology+Director&sortBy=DD&location=Kenya,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00453,Technology Director — LinkedIn Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technology+Director&sortBy=DD&location=Nigeria,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00454,Technology Director — LinkedIn Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technology+Director&sortBy=DD&location=Ghana,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00455,Technology Director — LinkedIn Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technology+Director&sortBy=DD&location=South+Africa,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00456,Technology Director — LinkedIn Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technology+Director&sortBy=DD&location=Rwanda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00457,Technology Director — LinkedIn Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technology+Director&sortBy=DD&location=Uganda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00458,Technology Director — LinkedIn Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technology+Director&sortBy=DD&location=Tanzania,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00459,Technology Director — LinkedIn Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,63,https://www.linkedin.com/jobs/search/?keywords=Technology+Director&sortBy=DD&location=Ethiopia,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00460,AI & Agile Transformation Head,Crédit Agricole Egypt,Digital Transformation & Strategy,Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/view/4439740212/,Executive transformation profile
job-00461,AI Solution Architect — Bayt Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.bayt.com/en/egypt/jobs/AI%20Solution%20Architect-jobs/,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00462,AI Solution Architect — Google Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.google.com/search?q=Egypt+AI+Solution+Architect+jobs+posted+this+week,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00463,AI Solution Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://www.linkedin.com/jobs/search/?keywords=AI+Solution+Architect&sortBy=DD&location=Egypt,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00464,AI Solution Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,62,https://wuzzuf.net/search/jobs/?q=AI+Solution+Architect&a=navbl,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
