id,title,industry,region,availability_status,priority_tier,source_quality,last_checked,url,notes
company-00551,National Bank of Kuwait,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=National+Bank+of+Kuwait&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00552,NCBA Group,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=NCBA+Group&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00553,Nedbank,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Nedbank&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00554,NEOM,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=NEOM&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00555,Network International,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Network+International&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00556,Nile University,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Nile+University%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00557,Nissan Egypt,Automotive & Mobility,Egypt,Career Page Available,Directory,B,2026-07-20,https://www.nissan-global.com/EN/COMPANY/CAREERS/,
company-00558,Norwegian Refugee Council,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Norwegian+Refugee+Council%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00559,Nutanix,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Nutanix%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00560,Oando,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Oando&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00561,OECD Development Centre,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22OECD+Development+Centre%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00562,Oman Air,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Oman+Air&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00563,Oman Data Park,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Oman+Data+Park%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00564,Oman LNG,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Oman+LNG&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00565,Omantel,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Omantel%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00566,One Acre Fund,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22One+Acre+Fund%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00567,Ooredoo Algeria,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Ooredoo+Algeria&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00568,Ooredoo Group,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Ooredoo+Group%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00569,Ooredoo Oman,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Ooredoo+Oman&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00570,Ooredoo Qatar,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Ooredoo+Qatar&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00571,OPEC Fund for International Development,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22OPEC+Fund+for+International+Development%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00572,OQ,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=OQ&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00573,Oracle Egypt,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Oracle+Egypt&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00574,Orange Business,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Orange+Business%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00575,Orange Egypt,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Orange+Egypt%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00576,Orange Jordan,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Orange+Jordan&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00577,Orange Middle East and Africa,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Orange+Middle+East+and+Africa%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00578,Orange Morocco,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Orange+Morocco&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00579,Oxfam International,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Oxfam+International%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00580,Palantir,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Palantir%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00581,Palladium,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Palladium%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00582,PATH,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22PATH%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00583,Paymob,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Paymob&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00584,PDO Petroleum Development Oman,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=PDO+Petroleum+Development+Oman&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00585,Petro Rabigh,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Petro+Rabigh&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00586,Plan International,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Plan+International%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00587,Population Services International,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Population+Services+International%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00588,Practical Action,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Practical+Action%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00589,Presight,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Presight%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00590,Princess Nourah bint Abdulrahman University,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Princess+Nourah+bint+Abdulrahman+University%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00591,ProgressSoft,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=ProgressSoft&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00592,Project HOPE,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Project+HOPE%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00593,Property Finder,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Property+Finder&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00594,Publicis Sapient,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Publicis+Sapient%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00595,PwC Technology,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22PwC+Technology%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00596,QAFCO,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=QAFCO&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00597,Qatar Airways,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Qatar+Airways&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00598,Qatar Airways Technology,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Qatar+Airways+Technology&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00599,Qatar Computing Research Institute,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Qatar+Computing+Research+Institute%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00600,Qatar Electricity and Water Company,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Qatar+Electricity+and+Water+Company&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00601,Qatar Foundation ICT,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Qatar+Foundation+ICT%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00602,Qatar Islamic Bank,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Qatar+Islamic+Bank&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00603,Qatar National Bank,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Qatar+National+Bank&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00604,Qatar University,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Qatar+University%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00605,Qiddiya Investment Company,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Qiddiya+Investment+Company&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00606,Qlik,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Qlik%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00607,QNB Egypt,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=QNB+Egypt&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00608,Rain,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Rain&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00609,RAKBANK,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=RAKBANK&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00610,Raxio Group,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Raxio+Group%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00611,Raya Holding,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Raya+Holding&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00612,Raya Information Technology,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Raya+Information+Technology%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00613,Red Sea Global,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Red+Sea+Global&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00614,Relief International,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Relief+International%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00615,Riyad Bank,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Riyad+Bank&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00616,Riyadh Air Digital,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Riyadh+Air+Digital&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00617,ROSHN,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=ROSHN&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00618,Royal Jordanian,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Royal+Jordanian&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00619,RTI International,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22RTI+International%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00620,SADC Secretariat,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22SADC+Secretariat%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00621,Safaricom,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Safaricom%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00622,Safaricom M-Pesa,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Safaricom+M-Pesa&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00623,SAP Egypt,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=SAP+Egypt&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00624,SAS,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22SAS%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00625,Sasol,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Sasol&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00626,Saudi Awwal Bank,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Saudi+Awwal+Bank&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00627,Saudi Entertainment Ventures,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Saudi+Entertainment+Ventures&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00628,Saudi Information Technology Company SITE,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Saudi+Information+Technology+Company+SITE%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00629,Saudi National Bank,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Saudi+National+Bank&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00630,Saudi Telecom Channels,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Saudi+Telecom+Channels&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00631,Save the Children,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Save+the+Children%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00632,Savola Group,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Savola+Group&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00633,Scatec Egypt,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Scatec+Egypt&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00634,SEC Saudi Electricity Company,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=SEC+Saudi+Electricity+Company&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00635,Seplat Energy,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Seplat+Energy&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00636,Siemens Digital Industries Software Egypt,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Siemens+Digital+Industries+Software+Egypt&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00637,Sipchem,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Sipchem&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00638,SITE,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=SITE&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00639,Slalom,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Slalom%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00640,Smart Africa Alliance,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Smart+Africa+Alliance%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00641,Snowflake,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Snowflake%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00642,SNV,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22SNV%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00643,Sohar International,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Sohar+International&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00644,solutions by stc,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22solutions+by+stc%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00645,South African Airways,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=South+African+Airways&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00646,Space42,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Space42&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00647,Splunk,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Splunk%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00648,Standard Bank,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Standard+Bank&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00649,stc bank,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=stc+bank&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00650,stc Kuwait,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=stc+Kuwait&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00651,Stellenbosch University,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Stellenbosch+University%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00652,Strathmore University,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Strathmore+University%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00653,Suez Cement,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Suez+Cement&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00654,Sumerge,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Sumerge%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00655,Tabby,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Tabby&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00656,Tableau,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Tableau%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00657,Tahakom,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Tahakom%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00658,Tamara,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Tamara&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00659,TAQA,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=TAQA&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00660,TAQA Arabia,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=TAQA+Arabia&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00661,Tasnee,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Tasnee&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00662,TechnoServe,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22TechnoServe%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00663,Telda,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Telda&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00664,Telecel Ghana,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Telecel+Ghana&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00665,Telecom Egypt,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Telecom+Egypt%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00666,Telkom Kenya,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Telkom+Kenya&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00667,Telkom South Africa,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Telkom+South+Africa&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00668,Teradata,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Teradata%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00669,Thndr,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Thndr&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00670,Thoughtworks,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Thoughtworks%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
company-00671,TotalEnergies Marketing Africa,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=TotalEnergies+Marketing+Africa&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00672,Transnet,Automotive & Mobility,Global / Regional,Career Page Available,Directory,B,2026-07-20,https://www.linkedin.com/jobs/search/?keywords=Transnet&sortBy=DD,"Search current technology, transformation, architecture, programme and data roles."
company-00673,Trend Micro,Automotive & Mobility,Global,Career Page Available,Directory,C,2026-07-20,https://www.google.com/search?q=%22Trend+Micro%22+careers+jobs+digital+transformation+ICT,"Search current jobs, consulting assignments, tenders and technology programmes."
