id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,United Nations Secretariat,UN & Multilateral,UN & Multilateral,Global,"New York, USA",,High,Not Available,,2026-07-20,ICT Manager | Enterprise Architect | Digital Transformation | Programme Technology | Data & Analytics,,https://careers.un.org/
123,Amref Health Africa,Global Health & Healthcare,Global Health & Healthcare,Africa,"Nairobi, Kenya",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://amref.org/careers/
124,Africa CDC,Global Health & Healthcare,Global Health & Healthcare,Africa,"Addis Ababa, Ethiopia",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://africacdc.org/careers/
125,eHealth Africa,Global Health & Healthcare,Global Health & Healthcare,Africa,"Kano, Nigeria",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.ehealthafrica.org/careers
126,IntraHealth International,Global Health & Healthcare,Global Health & Healthcare,Africa,"Chapel Hill, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.intrahealth.org/careers
127,VillageReach,Global Health & Healthcare,Global Health & Healthcare,Africa,"Seattle, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.villagereach.org/careers/
128,Medic,Global Health & Healthcare,Global Health & Healthcare,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://medic.org/careers/
129,Dimagi,Global Health & Healthcare,Global Health & Healthcare,Global,"Cambridge, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://dimagi.com/careers/
130,OpenMRS,Global Health & Healthcare,Global Health & Healthcare,Global,Global,,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://openmrs.org/careers/
131,DHIS2 / HISP Centre,Global Health & Healthcare,Global Health & Healthcare,Global,"Oslo, Norway",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://dhis2.org/careers/
132,OpenHIE,Global Health & Healthcare,Global Health & Healthcare,Global,Global,,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://ohie.org/
133,OpenLMIS,Global Health & Healthcare,Global Health & Healthcare,Global,Global,,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://openlmis.org/
134,Bahmni,Global Health & Healthcare,Global Health & Healthcare,Global,Global,,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.bahmni.org/
135,InterSystems,Global Health & Healthcare,Global Health & Healthcare,Global,"Cambridge, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.intersystems.com/careers/
136,Epic Systems,Global Health & Healthcare,Global Health & Healthcare,Global,"Verona, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://careers.epic.com/
137,Oracle Health,Global Health & Healthcare,Global Health & Healthcare,Global,"Austin, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://careers.oracle.com/
138,MEDITECH,Global Health & Healthcare,Global Health & Healthcare,Global,"Canton, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://ehr.meditech.com/careers
139,Philips,Global Health & Healthcare,Global Health & Healthcare,Global,"Amsterdam, Netherlands",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.careers.philips.com/
140,GE HealthCare,Global Health & Healthcare,Global Health & Healthcare,Global,"Chicago, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://careers.gehealthcare.com/
141,Microsoft,Technology & Cloud,Technology & Cloud,Global,"Redmond, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.microsoft.com/
142,Google,Technology & Cloud,Technology & Cloud,Global,"Mountain View, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.google.com/
143,Amazon Web Services,Technology & Cloud,Technology & Cloud,Global,"Seattle, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.amazon.jobs/en/teams/amazon-web-services
144,Oracle,Technology & Cloud,Technology & Cloud,Global,"Austin, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.oracle.com/
145,SAP,Technology & Cloud,Technology & Cloud,Global,"Walldorf, Germany",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.sap.com/
146,IBM,Technology & Cloud,Technology & Cloud,Global,"Armonk, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.ibm.com/careers
147,Cisco,Technology & Cloud,Technology & Cloud,Global,"San Jose, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.cisco.com/
148,Red Hat,Technology & Cloud,Technology & Cloud,Global,"Raleigh, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.redhat.com/en/jobs
149,Salesforce,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.salesforce.com/
150,ServiceNow,Technology & Cloud,Technology & Cloud,Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.servicenow.com/
151,Dell Technologies,Technology & Cloud,Technology & Cloud,Global,"Round Rock, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.dell.com/
152,Hewlett Packard Enterprise,Technology & Cloud,Technology & Cloud,Global,"Spring, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.hpe.com/
153,HP Inc.,Technology & Cloud,Technology & Cloud,Global,"Palo Alto, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.hp.com/
154,Lenovo,Technology & Cloud,Technology & Cloud,Global,"Beijing, China",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.lenovo.com/
155,NVIDIA,Technology & Cloud,Technology & Cloud,Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.nvidia.com/en-us/about-nvidia/careers/
156,Intel,Technology & Cloud,Technology & Cloud,Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.intel.com/
157,AMD,Technology & Cloud,Technology & Cloud,Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.amd.com/
158,Qualcomm,Technology & Cloud,Technology & Cloud,Global,"San Diego, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.qualcomm.com/company/careers
159,Cloudflare,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.cloudflare.com/careers/
160,Databricks,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.databricks.com/company/careers
161,Snowflake,Technology & Cloud,Technology & Cloud,Global,"Bozeman, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.snowflake.com/
162,MongoDB,Technology & Cloud,Technology & Cloud,Global,"New York, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.mongodb.com/careers
163,Elastic,Technology & Cloud,Technology & Cloud,Global,"Amsterdam, Netherlands",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.elastic.co/careers
164,GitHub,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.github.careers/careers-home
165,GitLab,Technology & Cloud,Technology & Cloud,Global,Remote,,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://about.gitlab.com/jobs/
166,Atlassian,Technology & Cloud,Technology & Cloud,Global,"Sydney, Australia",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.atlassian.com/company/careers
167,HashiCorp,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.hashicorp.com/careers
168,Grafana Labs,Technology & Cloud,Technology & Cloud,Global,"New York, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://grafana.com/about/careers/
169,SUSE,Technology & Cloud,Technology & Cloud,Global,Luxembourg,,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.suse.com/
170,Canonical,Technology & Cloud,Technology & Cloud,Global,"London, UK",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://canonical.com/careers
171,VMware by Broadcom,Technology & Cloud,Technology & Cloud,Global,"Palo Alto, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.broadcom.com/company/careers
172,Broadcom,Technology & Cloud,Technology & Cloud,Global,"Palo Alto, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.broadcom.com/company/careers
173,Palo Alto Networks,Technology & Cloud,Technology & Cloud,Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.paloaltonetworks.com/
174,Fortinet,Technology & Cloud,Technology & Cloud,Global,"Sunnyvale, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.fortinet.com/corporate/careers
175,CrowdStrike,Technology & Cloud,Technology & Cloud,Global,"Austin, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.crowdstrike.com/careers/
176,Zscaler,Technology & Cloud,Technology & Cloud,Global,"San Jose, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.zscaler.com/careers
177,Okta,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.okta.com/company/careers/
178,CyberArk,Technology & Cloud,Technology & Cloud,Global,"Petah Tikva, Israel",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.cyberark.com/careers/
179,Check Point Software,Technology & Cloud,Technology & Cloud,Global,"Tel Aviv, Israel",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.checkpoint.com/
180,Trend Micro,Technology & Cloud,Technology & Cloud,Global,"Tokyo, Japan",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.trendmicro.com/en_us/about/careers.html
181,UiPath,Technology & Cloud,Technology & Cloud,Global,"New York, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.uipath.com/
182,Automation Anywhere,Technology & Cloud,Technology & Cloud,Global,"San Jose, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.automationanywhere.com/company/careers
183,MuleSoft,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.salesforce.com/en/teams/mulesoft/
184,Boomi,Technology & Cloud,Technology & Cloud,Global,"Conshohocken, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://boomi.com/company/careers/
185,Informatica,Technology & Cloud,Technology & Cloud,Global,"Redwood City, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.informatica.com/about-us/careers.html
186,Workday,Technology & Cloud,Technology & Cloud,Global,"Pleasanton, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://workday.wd5.myworkdayjobs.com/Workday
187,Dynatrace,Technology & Cloud,Technology & Cloud,Global,"Waltham, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.dynatrace.com/
188,New Relic,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://newrelic.com/about/careers
189,Nutanix,Technology & Cloud,Technology & Cloud,Global,"San Jose, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.nutanix.com/company/careers
190,NetApp,Technology & Cloud,Technology & Cloud,Global,"San Jose, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.netapp.com/
191,Pure Storage,Technology & Cloud,Technology & Cloud,Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.purestorage.com/company/careers.html
192,Veeam,Technology & Cloud,Technology & Cloud,Global,"Columbus, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.veeam.com/
193,F5,Technology & Cloud,Technology & Cloud,Global,"Seattle, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.f5.com/company/careers
194,Akamai,Technology & Cloud,Technology & Cloud,Global,"Cambridge, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.akamai.com/careers
195,Huawei,Technology & Cloud,Technology & Cloud,Global,"Shenzhen, China",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://career.huawei.com/
196,Accenture,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Dublin, Ireland",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.accenture.com/us-en/careers
197,Deloitte,Consulting & Systems Integration,Consulting & Systems Integration,Global,"London, UK",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.deloitte.com/global/en/careers.html
198,PwC,Consulting & Systems Integration,Consulting & Systems Integration,Global,"London, UK",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.pwc.com/gx/en/careers.html
199,EY,Consulting & Systems Integration,Consulting & Systems Integration,Global,"London, UK",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://careers.ey.com/
200,KPMG,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Amstelveen, Netherlands",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://kpmg.com/xx/en/home/careers.html
201,Capgemini,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Paris, France",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.capgemini.com/careers/
202,CGI,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Montreal, Canada",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.cgi.com/en/careers
203,NTT DATA,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Tokyo, Japan",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://careers.nttdata.com/
204,Tata Consultancy Services,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Mumbai, India",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.tcs.com/careers
205,Infosys,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Bengaluru, India",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.infosys.com/careers/
206,Wipro,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Bengaluru, India",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://careers.wipro.com/
207,Cognizant,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Teaneck, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://careers.cognizant.com/
208,Tech Mahindra,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Pune, India",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://careers.techmahindra.com/
209,HCLTech,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Noida, India",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.hcltech.com/careers
210,DXC Technology,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Ashburn, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://careers.dxc.com/
211,EPAM Systems,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Newtown, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.epam.com/careers
212,Thoughtworks,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Chicago, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.thoughtworks.com/careers
213,McKinsey & Company,Consulting & Systems Integration,Consulting & Systems Integration,Global,"New York, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.mckinsey.com/careers
214,Boston Consulting Group,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Boston, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://careers.bcg.com/
215,Bain & Company,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Boston, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.bain.com/careers/
216,Oliver Wyman,Consulting & Systems Integration,Consulting & Systems Integration,Global,"New York, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://careers.marshmclennan.com/global/en/oliver-wyman
217,Arthur D. Little,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Brussels, Belgium",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.adlittle.com/en/careers
218,Roland Berger,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Munich, Germany",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.rolandberger.com/en/Join/
219,BearingPoint,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Amsterdam, Netherlands",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.bearingpoint.com/en/careers/
220,Sopra Steria,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Paris, France",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.soprasteria.com/careers
221,Publicis Sapient,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Boston, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://careers.publicissapient.com/
222,Slalom,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Seattle, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.slalom.com/careers
223,Booz Allen Hamilton,Consulting & Systems Integration,Consulting & Systems Integration,Global,"McLean, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://careers.boozallen.com/
224,Gartner,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Stamford, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://jobs.gartner.com/
225,IDC,Consulting & Systems Integration,Consulting & Systems Integration,Global,"Needham, USA",,High,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | Technology Consulting | ERP | Program Delivery,,https://www.idc.com/about/careers
226,Vodafone Group,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Global,"Newbury, UK",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://careers.vodafone.com/
227,Vodafone Egypt,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,GCC & Middle East,"Cairo, Egypt",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://web.vodafone.com.eg/en/careers
228,Orange Group,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Global,"Paris, France",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://orange.jobs/
229,Orange Egypt,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,GCC & Middle East,"Cairo, Egypt",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://orange.jobs/site/en-orange-egypt/index.htm
230,Telecom Egypt,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,GCC & Middle East,"Cairo, Egypt",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.te.eg/wps/portal/te/About/Careers
231,Etisalat by e&,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,GCC & Middle East,"Abu Dhabi, UAE",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://careers.eand.com/
232,e& Egypt,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,GCC & Middle East,"Cairo, Egypt",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.etisalat.eg/portal/pages/about/careers.html
233,MTN Group,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Africa,"Johannesburg, South Africa",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.mtn.com/careers/
234,Airtel Africa,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Africa,"London, UK",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.airtel.africa/careers
235,Safaricom,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Africa,"Nairobi, Kenya",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.safaricom.co.ke/careers
236,Liquid Intelligent Technologies,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Africa,"London, UK",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://liquid.tech/careers/
237,MainOne,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Africa,"Lagos, Nigeria",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.mainone.net/careers/
238,Bayobab,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Africa,"Johannesburg, South Africa",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.bayobab.africa/careers
239,Econet Wireless,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Africa,"Harare, Zimbabwe",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.econet.co.zw/careers
240,Telkom South Africa,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Africa,"Pretoria, South Africa",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.telkom.co.za/careers
241,Ericsson,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Global,"Stockholm, Sweden",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.ericsson.com/en/careers
242,Nokia,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Global,"Espoo, Finland",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.nokia.com/about-us/careers/
243,ZTE,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Global,"Shenzhen, China",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.zte.com.cn/global/about/careers
244,Equinix,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Global,"Redwood City, USA",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://careers.equinix.com/
