id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,Pfizer,Global Pharmaceuticals,Global Pharmaceuticals,Global,"New York, USA",,Medium,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance,,https://www.pfizer.com/about/careers
105,Vaxcyte,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"San Carlos, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.vaxcyte.com/careers/
106,Apellis Pharmaceuticals,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Waltham, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://apellis.com/careers/
107,Prothena,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Dublin, Ireland",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.prothena.com/careers/
108,Ionis Pharmaceuticals,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Carlsbad, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.ionis.com/careers/
109,Halozyme Therapeutics,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"San Diego, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.halozyme.com/careers/
110,Madrigal Pharmaceuticals,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"West Conshohocken, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.madrigalpharma.com/careers/
111,Kiniksa Pharmaceuticals,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Hamilton, Bermuda",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.kiniksa.com/careers/
112,Krystal Biotech,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Pittsburgh, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.krystalbio.com/careers/
113,Vera Therapeutics,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Brisbane, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://veratx.com/careers/
114,Revolution Medicines,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Redwood City, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.revmed.com/careers/
115,Kymera Therapeutics,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Watertown, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.kymeratx.com/careers/
116,Arcellx,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Redwood City, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.arcellx.com/careers/
117,Caribou Biosciences,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Berkeley, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.cariboubio.com/careers/
118,Sana Biotechnology,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Seattle, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://sana.com/careers/
119,Fate Therapeutics,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"San Diego, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://fatetherapeutics.com/careers/
120,Vir Biotechnology,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"San Francisco, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.vir.bio/careers/
121,Medtronic,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Galway, Ireland",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.medtronic.com/en-us/our-company/careers.html
122,Abbott,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Abbott Park, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.jobs.abbott/
123,Boston Scientific,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Marlborough, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://jobs.bostonscientific.com/
124,Stryker,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Portage, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.stryker.com/
125,"Becton, Dickinson and Company",Medical Devices & Equipment,Medical Devices & Equipment,Global,"Franklin Lakes, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://jobs.bd.com/
126,Baxter International,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Deerfield, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://jobs.baxter.com/
127,Edwards Lifesciences,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Irvine, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.edwards.com/careers
128,Intuitive Surgical,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Sunnyvale, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.intuitive.com/
129,Zimmer Biomet,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Warsaw, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.zimmerbiomet.com/
130,Smith+Nephew,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Watford, UK",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.smith-nephew.com/
131,Alcon,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Geneva, Switzerland",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.alcon.com/careers
132,The CooperCompanies,Medical Devices & Equipment,Medical Devices & Equipment,Global,"San Ramon, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.coopercos.com/careers
133,ResMed,Medical Devices & Equipment,Medical Devices & Equipment,Global,"San Diego, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.resmed.com/
134,Insulet,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Acton, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.insulet.com/
135,Dexcom,Medical Devices & Equipment,Medical Devices & Equipment,Global,"San Diego, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.dexcom.com/
136,Tandem Diabetes Care,Medical Devices & Equipment,Medical Devices & Equipment,Global,"San Diego, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.tandemdiabetes.com/careers
137,Penumbra,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Alameda, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.penumbrainc.com/careers/
138,Integra LifeSciences,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Princeton, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.integralife.com/
139,Masimo,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Irvine, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.masimo.com/company/careers/
140,Align Technology,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Tempe, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://jobs.aligntech.com/
141,Envista Holdings,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Brea, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.envistaco.com/
142,Straumann Group,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Basel, Switzerland",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.straumann.com/
143,Dentsply Sirona,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Charlotte, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.dentsplysirona.com/
144,Henry Schein,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Melville, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.henryschein.com/
145,Olympus,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Tokyo, Japan",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.olympus-global.com/company/recruit/
146,Terumo,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Tokyo, Japan",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.terumo.com/careers
147,Nipro,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Osaka, Japan",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.nipro-group.com/en/careers/
148,Getinge,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Gothenburg, Sweden",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.getinge.com/int/careers/
149,Dräger,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Lübeck, Germany",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.draeger.com/en-us_us/Career
150,Elekta,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Stockholm, Sweden",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.elekta.com/company/careers/
151,Siemens Healthineers,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Erlangen, Germany",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.siemens-healthineers.com/careers
152,GE HealthCare,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Chicago, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.gehealthcare.com/
153,Philips,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Amsterdam, Netherlands",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.careers.philips.com/
154,Canon Medical Systems,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Otawara, Japan",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://global.medical.canon/about/careers
155,Fujifilm Healthcare,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Tokyo, Japan",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers-us.fujifilm.com/
156,Samsung Medison,Medical Devices & Equipment,Medical Devices & Equipment,Asia / APAC,"Seoul, South Korea",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.samsungmedison.com/careers
157,Mindray,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Shenzhen, China",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.mindray.com/en/career
158,Sonova,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Stäfa, Switzerland",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.sonova.com/en/careers
159,Demant,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Smørum, Denmark",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.demant.com/careers
160,Cochlear,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Sydney, Australia",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.cochlear.com/
161,GN Group,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Ballerup, Denmark",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.gn.com/careers
162,WS Audiology,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Lynge, Denmark",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.wsa.com/careers/
163,Integer Holdings,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Plano, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://integer.net/careers/
164,Teleflex,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Wayne, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.teleflex.com/
165,ICU Medical,Medical Devices & Equipment,Medical Devices & Equipment,Global,"San Clemente, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.icumed.com/
166,Merit Medical Systems,Medical Devices & Equipment,Medical Devices & Equipment,Global,"South Jordan, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.merit.com/careers/
167,Haemonetics,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Boston, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.haemonetics.com/
168,Globus Medical,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Audubon, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.globusmedical.com/about/careers/
169,LivaNova,Medical Devices & Equipment,Medical Devices & Equipment,Global,"London, UK",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.livanova.com/
170,ConvaTec,Medical Devices & Equipment,Medical Devices & Equipment,Global,"London, UK",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.convatec.com/
171,Coloplast,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Humlebæk, Denmark",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.coloplast.com/
172,Essity Health & Medical,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Stockholm, Sweden",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.essity.com/careers/
173,HARTMANN Group,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Heidenheim, Germany",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.hartmann.info/en-corp/career
174,B. Braun,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Melsungen, Germany",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.bbraun.com/en/career.html
175,Fresenius Medical Care,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Bad Homburg, Germany",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://jobs.freseniusmedicalcare.com/
176,Nikkiso,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Tokyo, Japan",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.nikkiso.com/careers/
177,ZOLL Medical,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Chelmsford, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.zoll.com/about-zoll/careers
178,Arthrex,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Naples, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.arthrex.com/
179,Cook Medical,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Bloomington, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.cookmedical.com/about/careers/
180,Ambu,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Ballerup, Denmark",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.ambu.com/careers
181,Roche Diagnostics,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Rotkreuz, Switzerland",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.roche.com/
182,Danaher,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Washington, DC, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://jobs.danaher.com/
183,Thermo Fisher Scientific,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Waltham, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://jobs.thermofisher.com/
184,Agilent Technologies,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.agilent.com/
185,Bio-Rad Laboratories,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Hercules, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.bio-rad.com/
186,QIAGEN,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Venlo, Netherlands",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.qiagen.com/
187,bioMérieux,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Marcy-l'Étoile, France",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.biomerieux.com/
188,Revvity,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Waltham, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://jobs.revvity.com/
189,Waters Corporation,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Milford, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.waters.com/
190,Bruker,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Billerica, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://www.bruker.com/en/about/careers.html
191,Illumina,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"San Diego, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.illumina.com/
192,Sysmex,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Kobe, Japan",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://www.sysmex.co.jp/en/corporate/recruit/
193,DiaSorin,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Saluggia, Italy",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://www.diasorin.com/en/careers
194,Werfen,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Barcelona, Spain",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://www.werfen.com/careers
195,QuidelOrtho,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"San Diego, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.quidelortho.com/
196,Randox Laboratories,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Crumlin, UK",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://www.randox.com/careers/
197,Fujirebio,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Tokyo, Japan",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://www.fujirebio.com/en/careers
198,Seegene,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Seoul, South Korea",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://www.seegene.com/career
199,SD Biosensor,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Suwon, South Korea",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://www.sdbiosensor.com/
200,Cepheid,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Sunnyvale, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://jobs.danaher.com/global/en/cepheid
201,Beckman Coulter,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Brea, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://jobs.danaher.com/global/en/beckman-coulter
202,Leica Biosystems,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Nussloch, Germany",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://jobs.danaher.com/global/en/leica-biosystems
203,Radiometer,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Brønshøj, Denmark",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://jobs.danaher.com/global/en/radiometer
204,Molecular Devices,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"San Jose, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://jobs.danaher.com/global/en/molecular-devices
205,IDEXX Laboratories,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Westbrook, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.idexx.com/
206,Eurofins Scientific,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,Luxembourg,,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.eurofins.com/
207,Sonic Healthcare,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Sydney, Australia",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://www.sonichealthcare.com/careers/
208,Labcorp,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Burlington, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.labcorp.com/
209,Quest Diagnostics,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Secaucus, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.questdiagnostics.com/
210,NeoGenomics Laboratories,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Fort Myers, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.neogenomics.com/
211,Exact Sciences,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Madison, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://careers.exactsciences.com/
212,Guardant Health,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Palo Alto, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://guardanthealth.com/careers/
213,Natera,"Diagnostics, Laboratory & Life Science Tools","Diagnostics, Laboratory & Life Science Tools",Global,"Austin, USA",,High,Not Available,,2026-07-20,Laboratory Informatics | LIMS | Enterprise Systems | Data & AI | Cybersecurity,,https://www.natera.com/company/careers/
